mol_id,smiles,pIC50
CHEMBL2170819,OC(=O)Cn1cc(cn1)c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2,7.6
CHEMBL3116226,COc1cc2c(Oc3ccc(N\C=C\4/C(=O)NC(=O)N(C4=O)c5ccc(F)c(Cl)c5)cc3F)ccnc2cc1OCCCN6CCOCC6,8.29
CHEMBL3109401,CC(C)CCNC1=CC(=O)C(=C(C[C@]2(C)[C@@H](C)CC[C@]3(C)[C@H]2CCC=C3C)C1=O)O,4.39
CHEMBL2419652,COc1cc2c(Oc3ccc(NC(=O)N\N=C\c4ccc(F)cc4)cc3F)ccnc2cc1OCCCN5CCOCC5,7.37
CHEMBL2431834,C[C@@H](c1ccc2ncccc2c1)n3nnc4ncc(nc34)c5cnn(C)c5,9.15
CHEMBL3674527,C\C(=N/NC(=O)N)\c1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,8.52
CHEMBL3674485,CN(\N=C(/C)\c1ccc2ncc(Cc3cc4cccnc4cc3F)n2n1)C(=O)N,9.0
CHEMBL3674508,C\C(=N/NC(=O)N)\c1ccc2nnc(n2n1)C(F)(F)c3ccc4ncccc4c3,9.15
CHEMBL4114735,C\C(=N/N1CCNC1=O)\c2ccc3nnc(n3n2)C(F)(F)c4ccc5ncccc5c4,7.68
CHEMBL3674515,C\C(=N/NC(=O)N)\c1ccc2nnc(Cc3c(F)cc4ncccc4c3F)n2n1,9.52
CHEMBL3651401,C\C(=N/OCCO)\c1ccc2nnc(n2n1)C3(CC3)c4ccc5ncccc5c4,6.81
CHEMBL3648324,CC1=C(C#N)C(C(C#N)C(=N1)C)c2ccc3[nH]nc(OCCN4CCCCC4)c3c2,7.82
CHEMBL3116225,COc1cc2c(Oc3ccc(N\C=C\4/C(=O)NC(=O)N(C4=O)c5ccc(F)cc5F)cc3F)ccnc2cc1OCCCN6CCOCC6,7.91
CHEMBL3116238,COc1cc2c(Oc3ccc(N\C=C\4/C(=O)NC(=O)N(C4=O)c5ccc(F)cc5F)cc3F)ccnc2cc1OCCCN6CCCCC6,8.03
CHEMBL3612840,Nc1ncc(c2cnn(CC(=O)N3CCOCC3)c2)c4scc(c5ccc(Oc6ccccc6)cc5)c14,5.62
CHEMBL3343366,COc1cc2c(Oc3ccc(NC(=O)c4nnn(c5ccc(F)cc5)c4C(F)(F)F)cc3F)ccnc2cc1OCCCN6CCCC6,8.98
CHEMBL3343381,COc1cc2c(Oc3ccc(NC(=O)c4nnn(c4C)c5ccccc5C(F)(F)F)cc3F)ccnc2cc1OCCCN6CCCCC6,8.36
CHEMBL3335786,O=C1C=CC(=NN1C[C@@H]2CN(CCO2)c3ncc(cn3)c4ccc(OCCN5CCOCC5)nc4)c6cccc(c6)C#N,7.46
CHEMBL3334513,Fc1ccc(cc1Cl)C2=NN(C[C@@H]3CN(CCO3)c4ncc(cn4)c5cnn(c5)C6CCNCC6)C(=O)C=C2,7.96
CHEMBL522155,Nc1cc(ccn1)c2[nH]c3ccc(nc3c2c4ccc(F)c(Cl)c4)C#N,6.89
CHEMBL246284,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc23)c1,5.19
CHEMBL493511,Fc1cc(Cl)cc(c1)c2c([nH]c3ccc(nc23)C#N)c4ccncc4,6.47
CHEMBL3810244,CC(C)C(=O)N1CCN(CC1)c2nnc3nncn3n2,4.62
CHEMBL1796182,Clc1ccc(cc1)C(=O)NNC(=O)C(=O)c2c[nH]c3ccccc23,4.32
CHEMBL1796186,Cc1onc(n1)c2ccc(cc2)C(=O)NNC(=O)C(=O)c3c[nH]c4ccccc34,4.02
CHEMBL3823086,COc1cc(\C=C\C(=O)OCCc2ccc(N)cc2)ccc1O,5.28
CHEMBL3764279,COc1cc2c(Oc3ccc(NC(=O)N\N=C\c4cccc(CC=C)c4O)cc3F)ccnc2cc1OCCCN5CCCCC5,8.81
CHEMBL3263961,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(c4)c5cnn(C)c5)cc3F)ccnc2cc1OCCCN6CCOCC6,5.76
CHEMBL412278,COCCNC(=O)c1cccc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,4.7
CHEMBL270755,COc1cc2nccc(Oc3ccc4c(cccc4c3)C(=O)NCC5CC5)c2cc1OC,5.28
CHEMBL601719,C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,8.1
CHEMBL2431836,CC(C)Nc1ccc2nnc([C@@H](C)c3ccc4ncccc4c3)n2n1,7.64
CHEMBL2431837,Cn1cc(cn1)c2ccc3nnc(Cc4c[nH]c5ncccc45)n3n2,6.68
CHEMBL2442120,CC(Sc1cc(cnc1N)c2ccc(C(=O)N3CCN(C)CC3)c(F)c2)c4c(Cl)ccc(F)c4Cl,7.19
CHEMBL3335767,OCCN1CCC(CC1)n2cc(cn2)c3cnc(nc3)N4CCO[C@H](CN5N=C(C=CC5=O)c6ccc(F)cc6)C4,7.7
CHEMBL3394476,Nc1n[nH]c2cccc(c3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)c(F)c3)c12,8.29
CHEMBL1098157,Cn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)c5cnn(C)c5C(F)(F)F)cc4F)c3s2,7.22
CHEMBL1922407,O=C1NC=Cc2c(Cc3nnc4ccc(nn34)c5cnn(c5)C6CCNCC6)cccc12,7.57
CHEMBL1922417,[O-][N+](=O)c1cccc(c1)c2ccc3nnc(Cc4cccc5C(=O)NC=Cc45)n3n2,8.4
CHEMBL538932,O=S(=O)(c1ccccc1)c2c[nH]c3ncccc23,5.93
CHEMBL253222,CN(C)CCCOc1cn2ncnc(Oc3ccc(NC(=O)c4cccnc4)cc3F)c2c1C,7.16
CHEMBL2385182,COc1cc2c(Oc3ccc(NC(=O)C4=NN(c5ccccc5F)c6cc(F)ccc6C4=O)cc3F)ccnc2cc1OCCCN7CCOCC7,7.56
CHEMBL494793,COc1ccc2c(OCc3nnc4ccc(nn34)c5cccc(F)c5)ccnc2c1,8.15
CHEMBL2385205,COc1cc2c(Oc3ccc(NC(=O)C4=NN(c5ccc(Cl)cc5)c6ccccc6C4=O)cc3F)ccnc2cc1OCCCN7CCCCC7,8.56
CHEMBL2385175,COc1cc2c(Oc3ccc(NC(=O)C4=NN(c5ccccc5Cl)c6ccccc6C4=O)cc3F)ccnc2cc1OCCCN7CCOCC7,8.98
CHEMBL2419670,COc1cc2c(Oc3ccc(NC(=O)N\N=C\c4ccccc4C(F)(F)F)cc3F)ccnc2cc1OCCCN5CCCCC5,7.37
CHEMBL2419669,COc1cc2c(Oc3ccc(NC(=O)N\N=C\c4ccc(F)cc4F)cc3F)ccnc2cc1OCCCN5CCC(C)CC5,8.85
CHEMBL2419667,COc1cc2c(Oc3ccc(NC(=O)N\N=C\c4ccc(F)cc4F)cc3F)ccnc2cc1OCCCN5CCCCC5,8.36
CHEMBL489326,COc1cc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3F)c2cc1OC,7.68
CHEMBL2385192,COc1cc2c(Oc3ccc(NC(=O)C4=NN(c5ccc(C)cc5)c6ccccc6C4=O)cc3F)ccnc2cc1OCCCN7CCC(C)CC7,7.74
CHEMBL2385196,COc1cc2c(Oc3ccc(NC(=O)C4=NN(c5cccc(c5)C(F)(F)F)c6ccccc6C4=O)cc3F)ccnc2cc1OCCCN7CCCC7,7.92
CHEMBL3335764,Fc1cc(cc(F)c1F)C2=NN(C[C@@H]3CN(CCO3)c4ncc(cn4)c5cnn(c5)C6CCNCC6)C(=O)C=C2,7.8
CHEMBL3335763,FC(F)(F)c1cccc(c1)C2=NN(C[C@@H]3CN(CCO3)c4ncc(cn4)c5cnn(c5)C6CCNCC6)C(=O)C=C2,7.68
CHEMBL3335762,Clc1cccc(c1)C2=NN(C[C@@H]3CN(CCO3)c4ncc(cn4)c5cnn(c5)C6CCNCC6)C(=O)C=C2,7.26
CHEMBL3335760,O=C1C=CC(=NN1C[C@@H]2CN(CCO2)c3ncc(cn3)c4cnn(c4)C5CCNCC5)c6cccc(c6)C#N,8.3
CHEMBL1642145,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4N(CCCOc4c3)C(=O)CN5CCCC5)ncc2Cl,7.72
CHEMBL3394457,Nc1noc2cccc(c3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3F)c12,8.55
CHEMBL1802596,CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4cccnc4,7.13
CHEMBL1802588,CS(=O)(=O)Nc1ccc2C=Cc3ncc(NCC4CC4)cc3C(=O)c2c1,7.05
CHEMBL1642135,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4CCN(CCOC)CCc4c3)ncc2Cl,8.1
CHEMBL1642147,CCOC(=O)N1CCCOc2ccc(Nc3ncc(Cl)c(Nc4c(F)cccc4C(=O)NC)n3)cc12,6.85
CHEMBL565990,CCn1cnc(c1)C(=O)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5)cc4F)c3s2,6.75
CHEMBL567475,CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccc(F)cc5)cc4F)c3s2,7.64
CHEMBL577742,CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5C(F)(F)F)cc4F)c3s2,6.82
CHEMBL600603,COc1cc2nccc(Oc3ccc(NC(=O)CC(Nc4ccccc4)C(F)(F)F)cc3F)c2cc1OC,6.17
CHEMBL1642139,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4N(CCCOc4c3)C(=O)OCCOC)ncc2Cl,7.3
CHEMBL3260962,Fc1ccc(cc1)N2C=CC=C(C(=O)Nc3ccc(Oc4ncnc5[nH]ccc45)c(F)c3)C2=O,7.7
CHEMBL411284,COc1cc2ncnc(Oc3ccc4c(cccc4c3)C(=O)NC5CC5)c2cc1OC,4.7
CHEMBL3263971,CNC(=O)c1ccccc1Nc2nc(Nc3ccc4CCN(C)CC(C)c4c3)ncc2Cl,8.22
CHEMBL566685,COc1cnc2c(NCc3nnc4ccc(nn34)c5cc(C)ns5)ccnc2c1,8.3
CHEMBL566242,COc1cnc2c(NCc3nnc4ccc(nn34)c5ccc(F)c(F)c5)ccnc2c1,8.15
CHEMBL3221121,CN1CCN(CC1)c2cnc3cc(cc(NCc4cccc(N)c4)c3c2)C(F)(F)F,6.84
CHEMBL258185,Cn1cccc1c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2,7.31
CHEMBL453613,CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=O)c6ccccc6)cc4F)c3s2,7.6
CHEMBL503524,Fc1cc(NC(=O)N2CCN(C2=O)c3ccccc3)ccc1Oc4ccnc5cc(sc45)c6cn(CCN7CCCC7)cn6,7.46
CHEMBL492705,Fc1ccc(cc1Cl)c2c([nH]c3ccc(nc23)C#N)c4ccnc(NCc5ccccc5)c4,5.25
CHEMBL447616,CN1CCN(Cc2ccc(cc2)c3cc4nccc(Oc5ccc(NC(=O)N6CCN(C6=O)c7ccccc7)cc5F)c4s3)CC1,7.54
CHEMBL448993,CC(=O)c1cccc(c1)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=O)c6ccccc6)cc4F)c3s2,6.7
CHEMBL508776,CN1CCC(=CC1)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=O)c6ccccc6)cc4F)c3s2,7.48
CHEMBL517469,CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=O)c6ccccc6F)cc4F)c3s2,7.68
CHEMBL449757,Fc1cc(NC(=O)N2CCN(C2=O)c3ccccc3)ccc1Oc4ccnc5cc(sc45)c6cn(CCCN7CCCC7)cn6,6.52
CHEMBL462835,CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)N5CCN(C5=O)c6ccccc6OC)cc4F)c3s2,7.22
CHEMBL3093587,CN1C=C(C(=O)Nc2ccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)cc2)C(=O)N1c6ccccc6,8.49
CHEMBL2392958,COc1cc2c(Oc3ccc(NC(=O)c4cc(nc5ccccc45)c6ccc(F)cc6)cc3F)ccnc2cc1OCCCN7CCCCC7,8.58
CHEMBL2392819,COc1cc2c(Oc3ccc(NC(=O)c4cc(nc5ccc(F)cc45)c6cccc(Cl)c6)cc3F)ccnc2cc1OCCCN7CCC(C)CC7,8.78
CHEMBL2392959,COc1cc2c(Oc3ccc(NC(=O)c4cc(nc5ccccc45)c6cccc(Cl)c6)cc3F)ccnc2cc1OCCCN7CCCCC7,8.88
CHEMBL2376638,C[C@@H](OC1=CNC(=O)C(=C1)C(=O)Nc2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,7.85
CHEMBL576504,CN(C)CCn1cnc(c1)C(=O)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5)cc4F)c3s2,7.7
CHEMBL567475,CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccc(F)cc5)cc4F)c3s2,7.62
CHEMBL494630,COc1ccc2c(OCc3nnc4ccc(nn34)c5cc(F)cc(F)c5)ccnc2c1,8.15
CHEMBL572910,Cl.Nc1ncc(nc1Oc2ccc3cc[nH]c3c2)c4ccc(cc4)C(=O)N[C@@H]5CCNC5,4.86
CHEMBL461582,CC(C)OC1=C(C(=O)Nc2ccc(Oc3ccnc(N)c3Cl)c(F)c2)C(=O)N(C=C1)c4ccc(F)cc4,8.49
CHEMBL488271,CNC(=N)SCCCN1C(=O)C2=C(C1=O)n3c(cc4ccccc34)c5cccc6ccn2c56,5.13
CHEMBL1802590,CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)N4CCC5(CC4)OCCO5,7.62
CHEMBL1802604,Cn1cc(cn1)c2cnc3C=Cc4ccc(N)c(Cl)c4C(=O)c3c2,7.72
CHEMBL2071449,CC(NC(=O)c1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,6.5
CHEMBL1642141,CCN1CCCOc2cc(Nc3ncc(Cl)c(Nc4c(F)cccc4C(=O)NC)n3)ccc12,7.75
CHEMBL2431819,C[C@@H](c1ccc2ncccc2c1)c3nnc4ccc(nn34)c5cnn(C)c5,8.22
CHEMBL2442140,CC(Sc1cc(cnc1N)c2ccc(cc2)C(=O)N3CCN(C)CC3)c4c(Cl)ccc(F)c4Cl,7.59
CHEMBL2442129,CC(Sc1cc(cnc1N)c2cnn(CCO)c2)c3c(Cl)ccc(F)c3Cl,7.21
CHEMBL1642145,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4N(CCCOc4c3)C(=O)CN5CCCC5)ncc2Cl,7.36
CHEMBL1642138,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4N(CCCOc4c3)C(=O)OC(C)C)ncc2Cl,7.28
CHEMBL1644804,CNC(=O)c1ccccc1Nc2nc(Nc3ccc4NC(=O)CCC(C)(C)c4c3)ncc2Cl,7.27
CHEMBL1644807,CNC(=O)c1cccc(C)c1Nc2nc(Nc3ccc4NC(=O)CCC(C)(C)c4c3)ncc2Cl,6.69
CHEMBL1642139,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4N(CCCOc4c3)C(=O)OCCOC)ncc2Cl,7.09
CHEMBL1642143,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4NCCCOc4c3)ncc2Cl,7.38
CHEMBL2401830,C[C@@H](Oc1c(N)ncc2c(coc12)C3=CCN(CC3)C(=O)N(C)C)c4c(Cl)ccc(F)c4Cl,6.24
CHEMBL2170968,N#Cc1ccc(cc1)c2cnc3nnc(Cc4c[nH]c5ncccc45)n3n2,7.8
CHEMBL3334557,Cn1cc(cn1)c2cnc3nnn(Cc4n[nH]c5ncccc45)c3n2,8.05
CHEMBL3334544,Cn1cc(cn1)c2cnc3nnn(Cc4ccc5ncnn5c4)c3n2,7.58
CHEMBL3334548,Cn1cc(cn1)c2cnc3nnn(Cc4ccn5ncnc5c4)c3n2,6.45
CHEMBL3334549,OCCn1cc(cn1)c2cnc3nnn(Cc4n[nH]c5ncccc45)c3n2,8.22
CHEMBL3414929,CC[C@@H](c1ccc2ncc(OC)cc2c1)c3nnc4c(F)cc(cn34)c5onc(C)c5,7.17
CHEMBL3414926,COCCOc1cnc2ccc(cc2c1)[C@H](C)c3nnc4c(F)cc(cn34)c5onc(C)c5,8.3
CHEMBL3414923,COc1cnc2ccc(cc2c1)[C@H](C)c3nnc4c(F)cc(cn34)c5cnn(C)c5,7.82
CHEMBL3414921,COc1cnc2ccc(cc2c1)[C@H](C)c3nnc4c(F)cc(cn34)c5cc(C)ns5,7.66
CHEMBL3414918,COc1cnc2ccc(cc2c1)[C@@](C)(F)c3nnc4c(F)cc(cn34)c5onc(C)c5,8.52
CHEMBL3414913,COc1cnc2ccc(cc2c1)C(F)(F)c3nnc4c(F)cc(cn34)c5onc(C)c5,8.1
CHEMBL3913877,Cn1cc(cn1)c2cnc3nnn(CC4CCCN(C4)c5ncc(cn5)C6=CCN(CCO)CC6)c3n2,8.52
CHEMBL3942646,Cn1cc(cn1)c2cnc3nnn(C[C@@H]4CN(CCO4)c5ncc(cn5)c6cnn(c6)C7CCN(CCO)CC7)c3n2,8.4
CHEMBL3775150,Cc1c(nnn1c2ccc(Cl)c(c2)C(F)(F)F)C(=O)Nc3ccc(Oc4ccnc5[nH]ccc45)c(F)c3,7.42
CHEMBL3774854,Cc1c(nnn1c2ccc(F)c(Cl)c2)C(=O)Nc3ccc(Oc4ccnc5[nH]ccc45)c(F)c3,7.53
CHEMBL3774984,COc1ccc(cc1)n2nnc(C(=O)Nc3ccc(Oc4ccnc5[nH]ccc45)c(F)c3)c2C(F)(F)F,7.9
CHEMBL566010,Fc1cc(NC(=O)CC(=O)Nc2ccccc2)ccc1Oc3ccnc4cc(sc34)C(=O)N5CCCC5,7.4
CHEMBL565785,CN(C)[C@@H]1CCN(C1)C(=O)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5)cc4F)c3s2,7.19
CHEMBL3582439,Fc1cccc(c1)[C@H]2CCCN2c3ccc4ncc(c5ccccn5)n4n3,5.11
CHEMBL3417467,CN(C)CCCCOC(=O)Nc1cccc(CN2N=C(Nc3cccc(F)c3)C=CC2=O)c1,7.0
CHEMBL3330850,CNC(=O)c1ccccc1Nc2nc(Nc3nc4CCNCCc4s3)ncc2Cl,7.7
CHEMBL3659622,C[C@H](NC(=O)c1ccc(cc1Cl)c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)c6noc(C)n6,9.26
CHEMBL4089464,CC1=CC(=O)N(N=C1C(=O)Nc2ccc(Oc3ccnc4c3ccn4C)cc2)c5cccc(Br)c5,7.98
CHEMBL4070051,CC(c1ccc2ncc(cc2c1)c3cnn(C)c3)n4nnc5ncc(nc45)c6ccc(C(=O)N)c(F)c6,9.15
CHEMBL4091023,CNC(=O)c1ccc(cc1F)c2cnc3nnn(C(C)c4ccc5ncc(cc5c4)c6cnn(C)c6)c3n2,9.3
CHEMBL3343388,COc1cc2c(Oc3ccc(NC(=O)c4nnn(c4C)c5ccccc5)cc3F)ccnc2cc1OCCCN6CCC(C)CC6,8.46
CHEMBL526929,NCC#Cc1c(N)nccc1Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F,8.3
CHEMBL502531,Nc1nccc(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)c1C#C,8.7
CHEMBL525049,CN(C)CC#Cc1c(N)nccc1Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F,8.4
CHEMBL3417486,CN1CCN(CCCOc2cnc(nc2)c3cccc(CN4N=C(C=CC4=O)n5ccc6ccc(F)cc56)c3)CC1,8.01
CHEMBL3417487,COCCCOc1cnc(nc1)c2cccc(CN3N=C(C=CC3=O)n4ccc5ccc(F)cc45)c2,8.28
CHEMBL1644798,CN1C(=O)CCCc2cc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)N)n3)ccc12,7.07
CHEMBL1644815,CNC(=O)c1cccc(F)c1Nc2nc(Nc3ccc4c(c3)N(CCOC)C(=O)CCC4(C)C)ncc2Cl,7.75
CHEMBL1644800,CCCNC(=O)c1ccccc1Nc2nc(Nc3ccc4N(C)C(=O)CCCc4c3)ncc2Cl,7.14
CHEMBL3357439,CC(C)S(=O)(=O)c1ccccc1Nc2nc(Nc3cccc(NC(=O)CN)c3)ncc2Cl,6.82
CHEMBL1642134,CNC(=O)c1cccc(C)c1Nc2nc(Nc3ccc4CCN(CCOC)CCc4c3)ncc2Cl,7.58
CHEMBL1644801,CCCCNC(=O)c1ccccc1Nc2nc(Nc3ccc4N(C)C(=O)CCCc4c3)ncc2Cl,6.79
CHEMBL3287318,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5cccc(c5)C(F)(F)F)cc3F)n2)c1,6.63
CHEMBL1802605,CNc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4cnn(C)c4,7.1
CHEMBL2029679,COCCOc1cnc2ccc(Cn3nnc4C=CN(C(=O)c34)c5cccs5)cc2c1,6.99
CHEMBL2029685,COCCOc1cnc2ccc(Cn3nnc4C=CN(C(=O)c34)c5cc(F)cc(F)c5)cc2c1,7.85
CHEMBL2031895,COc1cc2nccc(Oc3ccc(NC(=O)C4=C(C)N(C)N(C4=O)c5ccccc5)cc3F)c2cc1C,6.34
CHEMBL1802832,CN(C)CCCn1cc(cn1)c2cnc3C=Cc4ccc(NS(=O)(=O)N(C)C)cc4C(=O)c3c2,7.02
CHEMBL1802604,Cn1cc(cn1)c2cnc3C=Cc4ccc(N)c(Cl)c4C(=O)c3c2,6.44
CHEMBL3221107,CCNC(=O)N1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F,8.68
CHEMBL3221108,CCCNC(=O)N1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F,8.77
CHEMBL3221116,CNC(=O)c1cccc(CNc2cc(cc3ncc(cc23)N4CCN(C)CC4)C(F)(F)F)c1,6.49
CHEMBL3221123,CCNC(=O)Nc1cccc(CNc2cc(cc3ncc(cc23)N4CCN(C)CC4)C(F)(F)F)c1,6.33
CHEMBL3221131,[2H]C(Nc1cc(cc2ncc(cc12)N3CCN(C)CC3)C(F)(F)F)c4cccc(c4)[N+](=O)[O-],9.05
CHEMBL2031894,COc1cc2nccc(Oc3ccc(NC(=O)C4=C(C)N(C)N(C4=O)c5ccccc5)cc3F)c2cc1Br,6.19
CHEMBL3343370,COc1ccc(cc1)n2nnc(C(=O)Nc3ccc(Oc4ccnc5cc(OCCCN6CCCC6)c(OC)cc45)c(F)c3)c2C(F)(F)F,7.81
CHEMBL3343372,COc1cc2c(Oc3ccc(NC(=O)c4nnn(c4C)c5ccccc5)cc3F)ccnc2cc1OCCCN6CCOCC6,8.67
CHEMBL551993,[O-][N+](=O)c1ccccc1C(=O)n2ccc3ncccc23,4.92
CHEMBL563731,C(c1cccc2nonc12)n3ccc4ncc(cc34)N5CCNCC5,5.98
CHEMBL554497,O=S(=O)(c1cccc2nonc12)n3ccc4ncc(cc34)c5cnn(c5)C6CCNCC6,6.7
CHEMBL564827,CC(C)(C)OC(=O)N1CCC(CC1)n2cc(cn2)c3cnc4ccn(Cc5cccc6nonc56)c4c3,5.51
CHEMBL554497,O=S(=O)(c1cccc2nonc12)n3ccc4ncc(cc34)c5cnn(c5)C6CCNCC6,6.89
CHEMBL549980,CC(=O)N1CCN(CC1)c2cnc3ccn(c3c2)S(=O)(=O)c4cccc5nonc45,6.3
CHEMBL565782,CCn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)N(C)c5ccccc5)cc4F)c3s2,7.48
CHEMBL565785,CN(C)[C@@H]1CCN(C1)C(=O)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5)cc4F)c3s2,6.25
CHEMBL564760,CNCC(=O)N1CCN(CC1)c2cnc3ccn(c3c2)S(=O)(=O)c4cccc5nonc45,6.24
CHEMBL549826,Brc1ccc2[nH]c3c(CCN(CC(c4ccccc4)c5ccccc5)c6nccc(I)c36)c2c1,5.07
CHEMBL558306,Nc1cnc2ccn(c2c1)S(=O)(=O)c3c(Cl)nc4sccn34,8.0
CHEMBL561058,Oc1cnc2ccn(c2c1)S(=O)(=O)c3c(Cl)nc4sccn34,7.46
CHEMBL550158,CC(C)(C)OC(=O)N1CCN(CC1)c2cnc3ccn(c3c2)S(=O)(=O)c4c(Cl)nc5sccn45,7.82
CHEMBL564827,CC(C)(C)OC(=O)N1CCC(CC1)n2cc(cn2)c3cnc4ccn(Cc5cccc6nonc56)c4c3,7.48
CHEMBL574863,COc1cc2ncnc(N(C)c3ccc(NC(=O)N4CCN(C4=O)c5ccccc5)cc3F)c2cc1OC,5.4
CHEMBL2029688,O=C1N(CCc2nnn(Cc3ccc4ncccc4c3)c12)c5ccccc5,6.21
CHEMBL2029561,Cc1cc(sn1)N2C=Cc3nnn(Cc4ccc5ncccc5c4)c3C2=O,8.52
CHEMBL2029563,COCCOc1cnc2ccc(Cn3nnc4C=CN(C(=O)c34)c5cc(C)ns5)cc2c1,8.7
CHEMBL2029564,C[C@@H](c1ccc2ncccc2c1)n3nnc4C=CN(C(=O)c34)c5cc(C)ns5,8.52
CHEMBL3334557,Cn1cc(cn1)c2cnc3nnn(Cc4n[nH]c5ncccc45)c3n2,8.22
CHEMBL3334545,Cn1cc(cn1)c2cnc3nnn(Cc4ccc5nccn5n4)c3n2,7.2
CHEMBL3334551,OCCn1cc(cn1)c2cnc3nnn(Cc4ccn5nccc5c4)c3n2,8.15
CHEMBL497119,Oc1ccc(Cc2nnc3ccc(nn23)c4occc4)cc1,7.54
CHEMBL4113696,C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CC4(CCNCC4)C3)c5c(Cl)ccc(F)c5Cl,8.05
CHEMBL3659623,CNC(=O)c1ccc(cn1)c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2,9.26
CHEMBL258240,Cn1ccnc1c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2,7.29
CHEMBL499886,OCc1c[nH]c2nccc(Oc3ccc(NC(=O)NC(=O)Cc4ccc(F)cc4)cc3F)c12,8.4
CHEMBL254907,CN(C)CCOc1cn2ncnc(Oc3ccc(NC(=O)CC(=O)Nc4ccc(F)cc4)cc3F)c2c1C,6.85
CHEMBL503016,CNC(=O)N1CCN(Cc2ccc(cc2)c3cc4nccc(Oc5ccc(NC(=O)N6CCN(C6=O)c7ccccc7)cc5F)c4s3)CC1,7.8
CHEMBL1802905,CN(C)S(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4cnn(c4)c5ccccn5,6.12
CHEMBL1802825,Cn1cnc(c1)S(=O)(=O)Nc2ccc3C=Cc4ncc(cc4C(=O)c3c2)c5cnn(C)c5,7.0
CHEMBL498769,Oc1ccc(Cc2nnc3ncc(nn23)c4ccccc4)cc1,8.22
CHEMBL1802904,CCN1CCC(CC1)n2cc(cn2)c3cnc4C=Cc5ccc(NS(=O)(=O)N(C)C)cc5C(=O)c4c3,9.7
