mol_id,smiles,pIC50
CHEMBL3663928,CCN1CCN(CC1)c2ccc(Nc3nc(Oc4cccc(NC(=O)C=C)c4)c(CC)nc3C(=O)N)cc2,9.18
CHEMBL3678953,COc1ccc(Nc2nc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nc3n2C(C)C)cc1,7.52
CHEMBL545315,Cl.Cl.Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,8.77
CHEMBL202421,CCCCN(CCCC)CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,7.77
CHEMBL378144,Brc1cccc(Nc2ncnc3cnc(NC(=O)C#C)cc23)c1,9.22
CHEMBL14952,CS(=O)(=O)CCNCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,6.98
CHEMBL53311,Clc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,7.09
CHEMBL207445,COCC[C@H](N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC)C(=O)N,8.0
CHEMBL207235,CO[C@@H]1C[C@@H](N(Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1)C(=O)N,8.0
CHEMBL207815,COCCN1CC(C1)(N(C)Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C(=O)N,7.35
CHEMBL143212,COc1cc(\C=C(/C#N)\C(=O)N)cc(CSc2cccc3ccccc23)c1O,5.77
CHEMBL1907944,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@H]4CCCN(C)C4,6.82
CHEMBL283088,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN4CCN(C)CC4,6.7
CHEMBL67027,COc1ccc(\C=C(/C#N)\c2cccnc2)cc1OC,6.16
CHEMBL3416620,C[C@@H](Nc1ncnc2sc(Br)cc12)c3cccs3,6.38
CHEMBL3416619,Brc1cc2c(NCc3cccs3)ncnc2s1,5.86
CHEMBL3416590,COc1ccccc1c2cc3c(N[C@@H](C)c4ccccc4)ncnc3s2,5.73
CHEMBL3416605,OCC(Nc1ncnc2sc(Br)cc12)c3ccccc3,7.08
CHEMBL346846,COc1ccc2c(c1)sc3c(Nc4cccc(Br)c4)ncnc23,7.1
CHEMBL382822,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@@H]4C(=O)N(C)C,6.35
CHEMBL152984,Cn1c2ccccc2c3c(Nc4cccc(Br)c4)ncnc13,6.11
CHEMBL591706,CCCCN(Cc1cccc(Cl)c1O)C(=O)Nc2ccccc2,4.49
CHEMBL598799,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCCCCC(=O)NO,8.04
CHEMBL1202478,Cl.COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC\C=C\CN4CCCC4,7.05
CHEMBL592224,Cc1cc(C)c(O)c(CN(Cc2ccc(F)cc2)C(=S)Nc3ccccc3)c1,4.71
CHEMBL592466,Oc1ccc(CN(Cc2cccc(Cl)c2O)C(=S)Nc3ccccc3)cc1,7.1
CHEMBL590962,CCCCN(Cc1cccc(Br)c1O)C(=O)Nc2ccccc2,4.43
CHEMBL204223,COc1cc(OC)c2CNc3c(Nc4cccc(Br)c4)ncnc3Oc2c1,5.2
CHEMBL598007,Brc1cccc(Nc2ncnc3ccc(NC(=O)[C@@H]4O[C@H]4CN5CCCCC5)cc23)c1,8.91
CHEMBL2021576,OC(=O)[C@H]1O[C@@H]1C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2,7.47
CHEMBL596957,COc1cc2ncnc(NCc3ccc(Cl)c(F)c3)c2cc1OCCCCCCC(=O)NO,7.14
CHEMBL596964,COc1cc2ncnc(NCc3ccc(F)cc3)c2cc1OCCCCCCC(=O)NO,6.57
CHEMBL598407,COc1cc2ncnc(N[C@@H](C)c3ccc(Cl)cc3)c2cc1OCCCCCCC(=O)NO,6.21
CHEMBL96627,COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1OC,5.86
CHEMBL51659,Brc1cccc(Nc2ncnc3cnc(NC(=O)C=C)cc23)c1,8.47
CHEMBL517907,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3cccc(c3)C#C)c2c1,7.35
CHEMBL206955,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN4CCC[C@@H]4C(=O)N,8.22
CHEMBL113902,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\C,5.12
CHEMBL1204305,Cl.COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC,8.19
CHEMBL3671482,CC(=O)N1CCC(COc2cc3ncnc(Nc4c(F)cc(Br)cc4F)c3cc2NC(=O)C=C)CC1,7.89
CHEMBL333045,CN(C)c1cccc(CNc2ncnc3cc(N)ncc23)c1,5.0
CHEMBL3663924,CC(C)c1nc(C(=O)N)c(Nc2ccc(cc2)N3CCN(C)CC3)nc1Oc4cccc(NC(=O)C=C)c4,8.72
CHEMBL4106341,Cc1[nH]c2ncnc(NC3CCCCC3)c2c1C,5.16
CHEMBL3676338,CN(C)CC(=O)NCCOc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1NC(=O)C=C,6.03
CHEMBL378370,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C4CCNC4=O,7.16
CHEMBL380454,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CC[C@@H](C4)C(=O)N,6.82
CHEMBL3663922,CCc1nc(C(=O)N)c(Nc2ccc(cc2)N3CCN(C)CC3)nc1Oc4cccc(NC(=O)\C=C\CN(C)C)c4,8.85
CHEMBL3655350,CC(C)C(C)C\C=C\C(=O)N1CCc2c(C1)sc3ncnc(Nc4cc(O)cc(Cl)c4)c23,9.0
CHEMBL3655354,CC(C)N(C)C\C=C\C(=O)N1CCc2c(C1)sc3ncc(C#N)c(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c23,8.19
CHEMBL122182,Oc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,7.4
CHEMBL2385986,CCOc1ccc(cc1NC(=O)\C=C\CN(C)C)C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2,5.92
CHEMBL2385985,CCOc1cc(N)c(cc1NC(=O)c2ccc(CN3CCN(C)CC3)cc2)C(=O)Nc4ccc(F)c(Cl)c4,6.1
CHEMBL2385980,CCOc1cc(c(cc1NC(=O)c2ccc(CN3CCN(C)CC3)cc2)C(=O)Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)[N+](=O)[O-],5.26
CHEMBL2385978,CCOc1cc(c(cc1NC(=O)\C=C\CN(C)C)C(=O)Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)[N+](=O)[O-],5.7
CHEMBL2385968,CN(C)C\C=C\C(=O)Nc1ccc(cc1)c2cncc(C#N)c2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,6.18
CHEMBL328245,CCCN(CCC)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.21
CHEMBL358092,COC(=O)c1ccc(cc1)c2ccc(cc2O)c3ccccc3,4.85
CHEMBL300083,Nc1cc2ncnc(NCc3ccccc3)c2cn1,5.68
CHEMBL272895,Brc1cccc(Nc2ncnc3ccncc23)c1NCCCCN4CCOCC4,8.26
CHEMBL270713,CN(C)CCNc1c(Br)cccc1Nc2ncnc3ccncc23,7.34
CHEMBL93784,COCC1CCCN1CC#CC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2,7.19
CHEMBL1203934,Cl.COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OC,6.21
CHEMBL1203939,Cl.CCOc1cc2ncnc(Nc3ccccc3F)c2cc1OCC,6.85
CHEMBL495979,Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@@H]5CCCN5)sc34)cc2Cl)c1,6.96
CHEMBL495733,CS(=O)(=O)N1CCC[C@@H]1C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2,6.92
CHEMBL533849,Cl.COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC4CCN(C)CC4,6.77
CHEMBL342929,CNC(=O)c1c(SSc2c(C(=O)NC)c3ccccc3n2C)n(C)c4ccccc14,5.16
CHEMBL2448065,Cl.COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC4CCN(C)CC4,7.0
CHEMBL592247,Cc1cc(C)c(O)c(CN(Cc2ccc(O)cc2)C(=S)Nc3ccccc3)c1,5.23
CHEMBL606027,CCCCN(Cc1cccc(Br)c1O)C(=S)Nc2ccccc2,4.66
CHEMBL1203940,Cl.CCOc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OCC,7.8
CHEMBL214627,COc1cc2CNc3c(Nc4ccc5ncsc5c4)nc(C)nc3Sc2cc1OC,4.82
CHEMBL214744,COc1cc2CNc3c(Nc4ccc(F)c(Cl)c4)nc(C)nc3Sc2cc1OC,4.34
CHEMBL1204262,Cl.CCOc1cc2ncnc(Nc3cccc(I)c3)c2cc1OCC,8.34
CHEMBL2447950,Cl.CCOc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCC,9.42
CHEMBL1204360,Cl.COc1cc2ncnc(Nc3ccccc3F)c2cc1OC,7.89
CHEMBL1203940,Cl.CCOc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OCC,7.64
CHEMBL1203937,Cl.CCOc1cc2ncnc(NCc3ccc(F)cc3)c2cc1OCC,8.18
CHEMBL119977,Clc1cccc(Nc2[nH]cnc3nnc(c4ccccc4)c23)c1,7.52
CHEMBL589068,Cc1cc(C)c(O)c(CN(Cc2ccc(O)cc2)C(=O)Nc3ccccc3)c1,5.03
CHEMBL195204,CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(OCc5cscn5)c(Cl)c4)c23,6.16
CHEMBL194389,COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,6.36
CHEMBL596755,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1S(=O)(=O)CCCCCCC(=O)NO,7.81
CHEMBL1201179,O.Cc1ccc(cc1)S(=O)(=O)O.Cc2ccc(cc2)S(=O)(=O)O.CS(=O)(=O)CCNCc3oc(cc3)c4ccc5ncnc(Nc6ccc(OCc7cccc(F)c7)c(Cl)c6)c5c4,7.96
CHEMBL473427,Fc1cccc(COc2ccc(Nc3ncnc4cc(sc34)c5cccs5)cc2Cl)c1,8.1
CHEMBL589590,CCCCN(Cc1cc(Br)cc(Br)c1O)C(=S)Nc2ccccc2,4.5
CHEMBL589822,Fc1ccc(\C=N\NC2=NC(=O)CS2)cc1,5.66
CHEMBL480348,CCNCc1ccc([nH]1)c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2,6.92
CHEMBL1257912,CC(=O)Nc1ccc2Nc3n[nH]cc3N=C(c4ccccc4Cl)c2c1,6.14
CHEMBL308593,Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1c4ccccc4,5.22
CHEMBL114073,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\C(C)N4CCOCC4,4.97
CHEMBL114490,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,5.63
CHEMBL113902,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\C,5.12
CHEMBL355330,Nc1ncnc2c1c(cn2C3CCC3)c4cccc(O)c4,6.52
CHEMBL184750,Cc1cc2c(Nc3ccc(C)c(O)c3)ncnn2c1,6.19
CHEMBL186001,Cc1ccc(Nc2ncnn3cc(C)c(C)c23)cc1O,6.7
CHEMBL257815,CO\N=C\c1c(N)ncnc1Nc2ccc(OCc3ccccc3)c(Cl)c2,7.8
CHEMBL275762,Fc1cc(Cl)c(Cl)cc1Nc2ncnc3ccc(NC(=O)CCl)cc23,7.6
CHEMBL402294,CCO\N=C\c1c(N)ncnc1Nc2ccc3c(cnn3Cc4cccc(F)c4)c2,8.3
CHEMBL175933,COc1cc2ncc(C#N)c(Nc3ccc(Sc4ncccn4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,6.39
CHEMBL179052,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C(C)C)C(C)C,7.52
CHEMBL368702,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)\C=C\CN5CCC5,7.58
CHEMBL1242657,Nc1ncnc2c1c(nn2[C@H]3CCNC3)c4ccc(F)c(O)c4,5.06
CHEMBL1241677,Nc1ncnc2c1c(nn2[C@@H]3CCNC3)c4ccc(Cl)c(O)c4,4.91
CHEMBL377250,[O-][S+]1CCN(Cc2oc(cc2)c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(c5)C(F)(F)F)c4c3)CC1,7.05
CHEMBL445572,CS(=O)(=O)CCN(Cc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)Cc6ccccc6,7.05
CHEMBL311129,Cc1c([nH]c2ncnc(Nc3cccc(Cl)c3)c12)c4ccccc4,5.22
CHEMBL57990,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN(C)C,7.31
CHEMBL426124,COc1ccc2Oc3ncnc(Nc4ccc(F)c(Cl)c4)c3NCc2c1,6.05
CHEMBL214419,CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(c5)C(F)(F)F)cc4)c3c2,7.04
CHEMBL213818,CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)cc4)c3c2,7.62
CHEMBL1630117,ONC(=O)c1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,8.41
CHEMBL291313,[O-][N+](=O)c1ccc2NC(=O)C(=C(C#N)C#N)c2c1,4.4
CHEMBL386456,COc1cc2CNc3c(Sc4cccc(Br)c4)ncnc3Sc2cc1OC,5.8
CHEMBL385292,COc1cc2CNc3c(Oc4cccc(Cl)c4F)ncnc3Sc2cc1OC,4.71
CHEMBL213173,COc1cc2CNc3c(Oc4cccc(Cl)c4F)ncnc3Oc2cc1OC,5.34
CHEMBL377730,COc1cc2CNc3c(Nc4ccc5ncsc5c4)ncnc3Oc2cc1OC,5.25
CHEMBL384067,COc1cc2CN(C)c3c(Oc4cccc(Br)c4)ncnc3Oc2cc1OC,5.21
CHEMBL59145,Oc1ccc(\C=C(/C#N)\C(=O)c2ccccc2Cl)cc1O,5.18
CHEMBL1907763,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC[C@@H]4CCCN(C)C4,6.82
CHEMBL76905,Oc1cc(O)cc(C=C(C#N)C#N)c1,4.43
CHEMBL231885,CC(=O)N1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c23)CC1,6.15
CHEMBL231663,COC(=O)C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c23)CC1,6.0
CHEMBL433205,Nc1ccc2c(Nc3cccc(c3)C(F)(F)F)ncnc2c1,8.48
CHEMBL234580,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCNCC(=O)C6)c45)ccc23)c1,6.11
CHEMBL233324,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCNC(=O)CC6)c45)ccc23)c1,6.62
CHEMBL234577,CN1CCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c23)CC1,6.89
CHEMBL539102,Cl.COc1ccc2ncnc(Nc3ccccc3)c2c1,6.92
CHEMBL329161,[O-][N+](=O)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.04
CHEMBL269620,CS(=O)(=O)CCNc1nc(cs1)c2ccc3ncnc(Nc4ccc(OCc5cccc(c5)C(F)(F)F)cc4)c3c2,4.75
CHEMBL447230,COc1cc2ncnc(N(C)c3cccc(Br)c3)c2cc1OC,6.82
CHEMBL355982,Brc1cccc(Nc2ncnc3sccc23)c1,7.46
CHEMBL40734,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,9.41
CHEMBL301483,CCNC(=O)Nc1nc2nc(NCCCCN(CC)CC)ncc2cc1c3c(Cl)cccc3Cl,5.9
CHEMBL370808,COc1ccc(cc1c2[nH]nc3nc(Nc4ccc(F)cc4F)ncc23)C#CC(C)(C)N,5.28
CHEMBL1641996,Brc1cccc(Nc2ncc(C#N)c3ccc(NC(=O)c4occc4)cc23)c1,4.25
CHEMBL321193,CN1C(=O)C(=Cc2cnc(Nc3cccc(O)c3)nc12)c4c(Cl)cccc4Cl,6.82
CHEMBL3742349,CCOC(=O)c1nn(cc1C(=O)c2c(C)[nH]c(c3ccccc3)c2c4ccccc4)c5ccc(C)cc5,5.1
CHEMBL53426,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,9.6
CHEMBL362233,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccc(OCc5ccccc5)cc4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,6.24
CHEMBL360754,CCOc1cc2ncc(C#N)c(Nc3ccc(O[C@H]4CCc5ccccc45)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,6.4
CHEMBL179451,ClCCNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.58
CHEMBL362232,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4OC)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,7.51
CHEMBL434827,CCN(CC)CCCNC(=O)\C=C\C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.68
CHEMBL448154,CCN1C(=O)C(=Cc2cnc(Nc3ccncc3)nc12)c4c(Cl)cccc4Cl,6.31
CHEMBL7866,COC(=O)CN1C=C(C(=O)c2c(O)cc(OC)cc12)c3cccc(Cl)c3,4.9
CHEMBL1242845,Cc1nn(nc1Cn2nc(c3ccc(F)c(O)c3)c4c(N)ncnc24)c5ccccc5,4.0
CHEMBL1242385,Cn1ccc2cc(ccc12)c3nn(C4CCCC4)c5ncnc(N)c35,6.27
CHEMBL1242475,Nc1ncnc2c1c(nn2C3CCCC3)c4ccc5[nH]ncc5c4,6.24
CHEMBL1242287,Nc1ncnc2c1c(nn2C3CCC3)c4ccc(Br)c(O)c4,6.49
CHEMBL1241301,COc1ccc(cc1O)c2nn(C)c3ncnc(N)c23,4.0
CHEMBL1242749,Nc1ncnc2c1c(nn2[C@@H]3CCOC3)c4ccc(F)c(O)c4,5.58
CHEMBL75177,Clc1cccc(Nc2ncnc3[nH]c4CCCCc4c23)c1,7.54
CHEMBL306029,Cc1[nH]c2ncnc(Nc3cccc(c3)C(F)(F)F)c2c1C,5.72
CHEMBL177688,OCCCNc1cncc(c1)c2cncc(Nc3cccc(Cl)c3)n2,5.87
CHEMBL56455,COc1ccc(CCNC(=O)\C(=C\c2ccc(O)c(O)c2)\C#N)cc1OC,5.77
CHEMBL84143,Cn1c(SSc2c(CCC(=O)O)c3ccccc3n2C)c(CCC(=O)O)c4ccccc14,5.51
CHEMBL113900,CC(C)N(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)C(C)C,6.6
CHEMBL2018751,COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,5.21
CHEMBL186080,Cc1cc2c(Nc3ccc(F)c(Cl)c3)ncnn2c1,6.82
CHEMBL354310,COc1cccc(c1)c2cn(C3CC(C3)C(=O)NCCO)c4ncnc(N)c24,6.48
CHEMBL83429,OC(=O)CC1C(=Nc2ccccc12)S,4.83
CHEMBL420624,Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,10.0
CHEMBL43417,Ic1cc(\C=C(/C#N)\c2ccccn2)ccc1Oc3ccccc3,4.34
CHEMBL362824,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)\C=C\CN5CCC(O)(O)CC5,6.55
CHEMBL3085375,COc1cc2ncnc(C#C[C@@](C)(Cc3ccccc3)N4CCC(CC4)C(=O)O)c2cc1OC,7.48
CHEMBL57323,Cc1cccc(C)c1c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,6.21
CHEMBL2032376,COc1cc(ccc1Nc2ncc3CN(C)C(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)N5CCN(C)CC5,8.94
CHEMBL2032378,COc1cc(ccc1Nc2ncc3CN(C)C(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)N5CCCCC5,7.53
CHEMBL2032380,COc1cc(ccc1Nc2ncc3CN(C)C(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)N5CCCN(C)CC5,8.83
CHEMBL2029426,CN1Cc2cnc(Nc3ccccc3)nc2N(C1=O)c4cccc(NC(=O)C=C)c4,8.16
CHEMBL2029427,CNc1ncc2CN(C)C(=O)N(c3cccc(NC(=O)C=C)c3)c2n1,6.03
CHEMBL2029429,COc1cc(Nc2ncc3CN(C)C(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)ccc1N5CCN(C)CC5,9.39
CHEMBL2029434,COc1cc(ccc1Nc2ncc3CN(C(C)C)C(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)N5CCN(C)CC5,9.42
CHEMBL2029437,COc1cc(ccc1Nc2ncc3CN(C(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)c5ccc6ccccc6c5)N7CCN(C)CC7,9.1
CHEMBL527026,CCN1CCC(CC1)n2cc(CNc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)nn2,4.96
CHEMBL401054,COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c4ccccc4)c2cc1OCCN5CCOCC5,6.39
CHEMBL123189,COc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,8.1
CHEMBL202411,OCC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,8.85
CHEMBL332333,N(c1ccccc1)c2nc[nH]c3nnc(Nc4ccccc4)c23,7.24
CHEMBL168363,Oc1ccc(O)c(CNc2ccc(O)c(c2)C(=O)OCC3CCCCC3)c1,5.6
CHEMBL69966,Cc1cc([nH]c1\C=C\2/C(=O)Nc3ncnc(Nc4cccc(c4)C#C)c23)C(=O)NCCN5CCOCC5,7.4
CHEMBL133023,CN(C)\N=N\c1ccc2ncnc(Nc3cccc(C)c3)c2c1,7.62
CHEMBL51228,Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)nc23)c1,8.64
CHEMBL8223,CCN(CC)c1ccc(Nc2cc3C(=O)NC(=O)c3cc2Nc4ccc(cc4)N(CC)CC)cc1,4.3
CHEMBL512391,Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)O,7.39
CHEMBL250315,COc1cc2ncnc(C#Cc3ccccc3)c2cc1OC,5.25
CHEMBL305246,CN1CCN(CC1)C(=O)c2cc(C)c(\C=C\3/C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c34)[nH]2,7.0
CHEMBL69966,Cc1cc([nH]c1\C=C\2/C(=O)Nc3ncnc(Nc4cccc(c4)C#C)c23)C(=O)NCCN5CCOCC5,7.75
CHEMBL136102,CN(C)CCCNC(=O)\C=C\C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.84
CHEMBL120719,COc1cc(C=C(C#N)C#N)cc(CSCC(=O)O)c1O,4.27
CHEMBL2031305,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN4CCOCC4,9.54
CHEMBL336113,Cc1cccc(Nc2ncnc3ccc(N)cc23)c1,6.0
CHEMBL210659,ClCCN(N=O)C(=O)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.17
CHEMBL209343,CNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,8.4
CHEMBL331307,Nc1cc2ncnc(NCc3ccccc3Br)c2cn1,5.78
CHEMBL437885,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCCC4,6.52
CHEMBL593911,COc1cc2ncnc(Nc3ccc(c(OC)c3)c4nc5ccccc5s4)c2cc1OCCCN6CCN(C)CC6,7.82
CHEMBL129825,CN(C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.13
CHEMBL394462,Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12,6.7
CHEMBL247100,Cc1ccn2ncnc(Nc3ccc4[nH]ncc4c3)c12,6.68
CHEMBL379047,CN(CCCl)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.81
CHEMBL178096,COc1cc2ncc(C#N)c(Nc3ccc(NCNc4ccccc4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,6.68
CHEMBL339416,[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1,9.13
CHEMBL309276,OC(=O)CCC1C(=Nc2ccccc12)S,5.79
CHEMBL338215,CN(C)CCCCNc1cc2ncnc(Nc3cccc(C)c3)c2cn1,8.27
CHEMBL428046,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@H]6CNCCO6)c45)ccc23)c1,7.08
CHEMBL246489,COCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c12,6.31
CHEMBL206029,CS(=O)(=O)CCNC(=O)NCc1cccc(n1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,7.82
CHEMBL31588,CN(C)CCCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)C=C,8.41
CHEMBL360662,CCOc1cc2ncc(C#N)c(Nc3ccc(O[C@H](C)c4ccccc4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,7.0
CHEMBL143805,Oc1ccc(CNC(=O)\C(=C\c2ccc(O)c(O)c2)\C#N)cc1,5.52
CHEMBL356850,Brc1cccc(Nc2ncnc3c4ccccc4sc23)c1,6.77
CHEMBL2437486,CN(C)C\C=C\C(=O)Nc1cccc(c1)N2C(=O)C=Nc3cnc(Nc4ccccc4)nc23,6.94
CHEMBL2437483,COc1ccc(Nc2ncc3N=CC(=O)N(c4ccc(NC(=O)\C=C\CN(C)C)cc4)c3n2)cc1,7.23
CHEMBL2437482,COc1ccc(Nc2ncc3N=CC(=O)N(c4ccc(OC(=O)C=C)cc4)c3n2)cc1,7.22
CHEMBL53310,CNc1ncc2ncnc(Nc3ccccc3)c2n1,7.89
CHEMBL293913,Cn1c(SSc2c(C(=O)Nc3ccccc3)c4ccc(O)cc4n2C)c(C(=O)Nc5ccccc5)c6ccc(O)cc16,4.36
CHEMBL7914,Cc1ccc(Nc2cc3C(=O)NC(=O)c3cc2Nc4ccc(C)cc4)cc1,5.35
CHEMBL2316155,COc1cc(OC)cc(\C=C\2/CCC\C(=C/c3ccc(OC)c(O)c3)\C2=O)c1,5.28
CHEMBL431001,Cc1[nH]c2ncnc(Nc3cccc(c3)C(=O)O)c2c1C,4.79
