mol_id,smiles,pIC50
CHEMBL48436,Oc1ccc2cc(ncc2c1O)C(=O)NCc3ccccc3,5.85
CHEMBL137534,CN(C)CC\N=N\Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.42
CHEMBL116853,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)C#CCN(C)C,7.05
CHEMBL93783,CN(CCO)C\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.85
CHEMBL554,CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,7.58
CHEMBL1958213,Cc1ccc(cc1)C2=NN(C(C2)c3ccc(F)cc3)C4=NC(=O)CS4,5.7
CHEMBL1958216,Cc1ccc(cc1)C2CC(=NN2C3=NC(=O)CS3)c4ccc(C)cc4,5.94
CHEMBL26641,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC4CCNCC4,6.7
CHEMBL79215,C(CN(c1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1)n5cccc5)Nc6ccccc6,9.0
CHEMBL79808,COC(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)OC)[nH]c4ccccc14,4.68
CHEMBL310580,CN(C)CC(=C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)c(O)c2)cc1,6.33
CHEMBL114392,Fc1ccc(Nc2c(cnc3ccc(NC(=O)C(=C)CN4CCOCC4)cc23)C#N)cc1Cl,5.57
CHEMBL126372,OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.04
CHEMBL76751,N(c1ccc2[nH]ccc2c1)c3ncnc4cc(sc34)c5cccs5,9.0
CHEMBL157128,COCC1CCCN1CC#CC(=O)Nc2ccc3ncc(C#N)c(Nc4cccc(Br)c4)c3c2,6.82
CHEMBL15202,COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,7.17
CHEMBL553,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,7.46
CHEMBL3612592,CCOC(=O)CCCN1C(=O)Oc2cc3ncnc(Nc4ccc(F)c(F)c4)c3cc12,6.85
CHEMBL3612598,CCOC(=O)CCCN1C(=O)Oc2cc3ncnc(Nc4ccc(cc4)C(=O)OCc5ccc(Cl)cc5)c3cc12,6.18
CHEMBL140561,CN(C)CCCOC(=O)\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.97
CHEMBL345077,[O-][S+](C=C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,6.47
CHEMBL2110732,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CCCCC4,8.22
CHEMBL287832,CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,7.4
CHEMBL514436,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,7.57
CHEMBL36164,OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.46
CHEMBL53555,Fc1ccc(Nc2ncnc3cnc(NC(=O)C=C)cc23)cc1Cl,9.11
CHEMBL53555,Fc1ccc(Nc2ncnc3cnc(NC(=O)C=C)cc23)cc1Cl,8.48
CHEMBL283682,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.03
CHEMBL539822,Cl.Nc1ccc2c(c1)sc3c(Nc4cccc(Br)c4)ncnc23,9.33
CHEMBL121954,Oc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,8.4
CHEMBL53428,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,7.85
CHEMBL57300,Oc1ccc2C(=C(C#N)C#N)CCc2c1O,5.16
CHEMBL290389,COc1cc(\C=C(/C#N)\C(=O)N)cc(Sc2nc3ccccc3s2)c1O,6.46
CHEMBL324718,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)C=C,6.09
CHEMBL52765,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.67
CHEMBL421047,CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(cnc2cc1OC(F)(F)F)C#N,5.58
CHEMBL193578,Clc1cc(Nc2ncnc3cccc(OC4CCOCC4)c23)ccc1OCc5ccccn5,5.62
CHEMBL354757,CCOP(=O)(Cc1cc(ccc1O)\N=C\c2cc(O)ccc2O)OCC,4.12
CHEMBL14699,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN4CCOCC4,8.0
CHEMBL144760,Oc1ccc(\C=C(/C#N)\C(=O)NCCCCCCNC(=O)\C(=C\c2ccc(O)c(O)c2)\C#N)cc1O,6.16
CHEMBL93049,COCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.23
CHEMBL3604927,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(Oc4cccc(c4)[N+](=O)[O-])n2,5.41
CHEMBL332497,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)\C=C\CN4CCOCC4,5.42
CHEMBL93464,C\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.63
CHEMBL358494,Oc1ccc(\C=C(/C#N)\C(=O)N2CCN(CC2)C(=O)\C(=C\c3ccc(O)c(O)c3)\C#N)cc1O,4.6
CHEMBL202421,CCCCN(CCCC)CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,7.31
CHEMBL383499,CC(C)N(CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)C(C)C,7.14
CHEMBL202360,Brc1cccc(Nc2ncnc3ccc(NC(=O)C#C)cc23)c1,8.57
CHEMBL170996,CC(C)(C)ONC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,7.0
CHEMBL171000,OC(=O)Cc1cc(ccc1O)\N=C\c2cc(O)ccc2O,4.46
CHEMBL426580,Cc1nc2cc3c(Nc4cccc(Br)c4)ncnc3cc2[nH]1,9.54
CHEMBL293991,NCCCn1ccc2c(cccc12)c3ccnc(Nc4cccc(OC(F)(F)C(F)F)c4)n3,6.28
CHEMBL349070,CN(C)CCCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.74
CHEMBL501709,Fc1ccc(Nc2c(cnc3c(Cl)cc(NCc4cn(nn4)C5CCN(CC5)C6CCC6)cc23)C#N)cc1Cl,4.66
CHEMBL1928301,Fc1cccc(COc2ccc(Nc3ncnc4sc(cc34)C(=O)c5cc6ccccc6[nH]5)c(Cl)c2)c1,7.73
CHEMBL207247,CC(=O)NCc1cccc(c1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,7.22
CHEMBL1914662,Br.Oc1ccc(cc1)c2cc3c(NCc4ccc(F)cc4)ncnc3[nH]2,7.58
CHEMBL1914665,Br.CC[C@@H](Nc1ncnc2[nH]c(cc12)c3ccc(O)cc3)c4ccccc4,8.4
CHEMBL1914666,Br.CC(Nc1ncnc2[nH]c(cc12)c3ccc(O)cc3)c4cccc5ccccc45,6.0
CHEMBL1914674,C[C@@H](Nc1ncnc2[nH]c(cc12)c3ccc(cc3)C#N)c4ccc(F)cc4,7.85
CHEMBL382822,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@@H]4C(=O)N(C)C,6.02
CHEMBL92825,Ic1cccc(Nc2ncnc3ccccc23)c1,7.1
CHEMBL380386,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN[C@H](C)C(=O)N,6.92
CHEMBL207037,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CC(C4)C(=O)N,6.52
CHEMBL77030,NC(=S)\C(=C\c1ccc(O)c(O)c1)\C#N,5.16
CHEMBL347161,Cn1c(SSc2c(C(=O)Nc3ccc(cc3)C(=O)O)c4ccccc4n2C)c(C(=O)Nc5ccc(cc5)C(=O)O)c6ccccc16,4.77
CHEMBL346553,COC(=O)c1ccc(cc1)C(=O)c2c(SSc3c(C(=O)c4ccc(cc4)C(=O)OC)c5ccccc5n3C)n(C)c6ccccc26,5.21
CHEMBL330668,COc1cc2ncnc(Nc3cnc4ccccc4n3)c2cc1OC,6.11
CHEMBL102651,C[C@@H](Nc1[nH]cnc2c3ccccc3nc12)c4ccccc4,6.38
CHEMBL49986,Brc1cccc(Nc2ncnc3cc(NC(=O)C=C)ncc23)c1,9.27
CHEMBL210378,CN(C(=O)N(CCCl)N=O)c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,6.69
CHEMBL208144,CN(CCCl)C(=O)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.09
CHEMBL196548,CCOCc1cn2ncnc(Nc3ccc4c(cnn4Cc5ccccc5)c3)c2c1CC,6.02
CHEMBL169885,Oc1ccc(O)c(CNc2ccc(O)c(c2)C(=O)OCCC34C[C@@H]5C[C@@H](C[C@@H](C5)C3)C4)c1,5.9
CHEMBL433520,CCN(CC)CC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.55
CHEMBL543669,Cl.COc1cc2ncnc(N(C)c3ccccc3)c2cc1OC,5.4
CHEMBL352589,Oc1ccc(O)c(CNc2ccc(O)c(CC(=O)NOCc3ccccc3)c2)c1,6.0
CHEMBL352589,Oc1ccc(O)c(CNc2ccc(O)c(CC(=O)NOCc3ccccc3)c2)c1,4.8
CHEMBL181617,ClCCNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.0
CHEMBL194337,CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(OCc5ccccn5)cc4)c23,5.68
CHEMBL420624,Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,10.0
CHEMBL63469,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,8.19
CHEMBL116547,COc1cc(\C=C(/C#N)\C(=O)c2ccc(O)c(O)c2)cc(CSCc3ccccc3)c1O,5.7
CHEMBL193368,CCc1c(cn2ncnc(Nc3ccc4c(cnn4Cc5ccccc5)c3)c12)C(=O)OCCCn6ccnc6,6.77
CHEMBL65038,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],7.82
CHEMBL290096,Brc1cccc(Nc2ncnc3ccccc23)c1,7.57
CHEMBL93423,COc1cc2ncnc(NC3CC3c4ccccc4)c2cc1O,6.41
CHEMBL301359,c1ccc2ncncc2c1,7.57
CHEMBL78700,Cc1cc2cc(Nc3ccnc4cc(sc34)c5ccc(CNCCCO)cc5)ccc2[nH]1,6.3
CHEMBL196925,CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc5ccccc5)c3)c2c1CC,6.92
CHEMBL363815,Fc1cc(Cl)c(Cl)cc1Nc2ncnc3ccc(NC(=O)C=C)cc23,7.7
CHEMBL192737,COCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.76
CHEMBL53711,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.68
CHEMBL328216,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,9.09
CHEMBL54788,Fc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,7.36
CHEMBL607707,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,8.1
CHEMBL1645462,Cc1c(NC(=O)OC[C@@H]2COCCN2)cn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c13,7.5
CHEMBL50470,CCN(CC)CCCNc1ncc2C=C(C(=O)N(C)c2n1)c3c(Cl)cccc3Cl,5.87
CHEMBL370266,CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OCC4CCCO4)c(C(C)C)c23)c(F)cc1F,5.26
CHEMBL1812573,[O-][N+](=O)c1cccc(\C=C\C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)c1,6.72
CHEMBL170997,CC(C)CCCC(C)CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,5.16
CHEMBL170997,CC(C)CCCC(C)CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,6.1
CHEMBL597402,Fc1c(F)c(F)c(OCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)c(F)c1F,7.63
CHEMBL285063,Brc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1,8.77
CHEMBL116423,Cc1cc(C=C(C#N)C#N)cc(O)c1O,4.21
CHEMBL554,CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,7.28
CHEMBL373101,COc1cc(Nc2c(cnc3cc(sc23)c4ccc(CN5CCN(C)CC5)cn4)C#N)c(Cl)cc1Cl,5.7
CHEMBL379601,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)CC(=O)N,7.7
CHEMBL329672,Clc1cccc(Nc2ncnc3ccccc23)c1,7.64
CHEMBL118000,Fc1ccc(Nc2c(cnc3ccc(NC(=O)\C=C\CN4CCOCC4)cc23)C#N)cc1Cl,5.64
CHEMBL93386,Brc1cccc(Nc2ncnc3ccc(NC(=O)C#CCN4CCOCC4)cc23)c1,7.7
CHEMBL56542,Oc1ccc(\C=C(/C#N)\C(=O)N2CCc3ccccc23)cc1O,4.6
CHEMBL1203936,Cl.COc1cc2ncnc(Nc3cc(F)cc(c3)C(F)(F)F)c2cc1OC,7.7
CHEMBL175840,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4nccn4C)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,6.3
CHEMBL1958036,COc1ccc(cc1)C2CC(=NN2C3=NC(=O)CS3)c4ccc(Cl)cc4,5.07
CHEMBL419137,COc1cc2ncnc(NC3CC3c4ccccc4)c2cc1OC,6.85
CHEMBL2447950,Cl.CCOc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCC,8.92
CHEMBL1204360,Cl.COc1cc2ncnc(Nc3ccccc3F)c2cc1OC,6.75
CHEMBL309016,COc1cc(\C=C\[N+](=O)[O-])ccc1O,5.1
CHEMBL132466,COc1cc2cc3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3cc2cc1OC,6.17
CHEMBL1204305,Cl.COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC,8.98
CHEMBL540068,Cl.COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,9.1
CHEMBL1203936,Cl.COc1cc2ncnc(Nc3cc(F)cc(c3)C(F)(F)F)c2cc1OC,5.79
CHEMBL540068,Cl.COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,8.9
CHEMBL37543,OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,6.5
CHEMBL596087,COc1cc2c(Nc3ccc(c(C)c3)c4nc5ccccc5s4)ncnc2cc1OCCCN6CCN(C)CC6,7.5
CHEMBL432428,NC(=O)\C(=C\c1cc(O)c(O)c(CSCc2ccccc2)c1)\C#N,5.52
CHEMBL502015,Nc1nc(Nc2cccc(Br)c2)c3cc(Cc4ccc5ccccc5c4)[nH]c3n1,5.91
CHEMBL3678959,CC(C)n1c(NC2CCCCC2)nc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nc13,7.82
CHEMBL3604920,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(Oc4ccccc4NC(=O)C=C)n2,6.05
CHEMBL1929312,Cc1ccc(c(O)c1)c2oc(SCc3ccccc3)nn2,4.46
CHEMBL1929306,CCOc1ccccc1c2oc(SCc3ccccc3)nn2,4.42
CHEMBL3633929,CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1,8.52
CHEMBL77030,NC(=S)\C(=C\c1ccc(O)c(O)c1)\C#N,5.62
CHEMBL301612,CN1C(=O)C(=Cc2cnc(Nc3ccccc3)nc12)c4c(Cl)cccc4Cl,7.11
CHEMBL322066,COc1cc(Nc2nccc(n2)c3ccc(nc3)N4CCNCC4)cc(OC)c1OC,5.77
CHEMBL543669,Cl.COc1cc2ncnc(N(C)c3ccccc3)c2cc1OC,5.4
CHEMBL287832,CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,6.58
CHEMBL460731,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,7.7
CHEMBL1944921,COc1cccc2C(=O)c3c(O)ccc(O)c3C(=O)c12,5.37
CHEMBL3747055,COc1ccc(cc1)C2=NN(C(C2)c3ccc(cc3)C(=O)OCCn4c(C)ncc4[N+](=O)[O-])C(=O)C,5.07
CHEMBL414220,CN(CC=C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.15
CHEMBL52197,COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.52
CHEMBL39355,Brc1cccc(Nc2ncnc3cc4c(cnn4CCCN5CCOCC5)cc23)c1,7.11
CHEMBL333553,NC(=O)\C(=C\c1cc(O)c(O)c(CSc2nc3ccccc3s2)c1)\C#N,5.19
CHEMBL78224,Oc1ccc(\C=C\[N+](=O)[O-])cc1O,5.06
CHEMBL418907,COc1cc(\C=C\[N+](=O)[O-])ccc1OS(=O)(=O)c2ccc(cc2)C(=O)O,5.55
CHEMBL1945645,Clc1ccc(cc1)S(=O)(=O)NC(=O)c2ccc(Cl)nc2,4.74
CHEMBL1928945,Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,6.33
CHEMBL1928950,Fc1cccc(COc2ccc(Nc3cc(Oc4cccc(NC(=O)CC#N)c4)ncn3)cc2Cl)c1,7.32
CHEMBL116547,COc1cc(\C=C(/C#N)\C(=O)c2ccc(O)c(O)c2)cc(CSCc3ccccc3)c1O,6.12
CHEMBL1944930,SC1=NNC2=Nc3nc4c(CCc5ccccc45)c(c6ccccc6)c3C(=O)N12,4.07
CHEMBL1928959,Fc1cccc(COc2ccc(Nc3cc(Oc4cccc(NC(=O)COc5cc(F)c(F)c(F)c5)c4)ncn3)cc2Cl)c1,6.14
CHEMBL554,CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,8.05
CHEMBL1928946,CC(=O)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,6.97
CHEMBL1928956,Fc1cccc(COc2ccc(Nc3cc(Oc4cccc(NC(=O)Cc5cc(F)c(F)cc5F)c4)ncn3)cc2Cl)c1,6.2
CHEMBL3741069,Cc1[nH]c(c2ccccc2)c(c3ccccc3)c1C(=O)c4cn(nc4c5ccccc5)c6ccccc6,5.59
CHEMBL1945447,Brc1ccc(cc1)S(=O)(=O)NC(=O)c2cncc(Br)c2,5.68
CHEMBL444337,CO[C@H]1[C@H](C[C@@H]2O[C@@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35)N(C)CC(=O)OC,5.89
CHEMBL1828884,COc1ccc(CC(=O)NS(=O)(=O)c2ccc(Br)cc2)cc1,4.62
CHEMBL343352,Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,6.72
CHEMBL242541,Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,7.54
CHEMBL3746711,CC(=O)N1N=C(CC1c2ccc(cc2)C(=O)OCCn3c(C)ncc3[N+](=O)[O-])c4ccc(I)cc4,5.9
CHEMBL3913728,CC(C)S(=O)(=O)c1ccccc1Nc2nc(N\N=C\c3ccc(OC(F)(F)F)cc3)ncc2Cl,6.05
CHEMBL3934594,CC(C)S(=O)(=O)c1ccccc1Nc2nc(N\N=C\c3cccc(c3)C(F)(F)F)ncc2Cl,6.34
CHEMBL1928958,COc1ccc(\C=C\C(=O)Nc2cccc(Oc3cc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncn3)c2)cc1OC,6.28
CHEMBL3786453,Cn1ccc(Nc2nc(Oc3cccc(NC(=O)C=C)c3)c4cc[nH]c4n2)n1,8.12
CHEMBL3786962,Cn1cc(Nc2nc(Oc3cccc(NC(=O)C=C)c3)c4cc[nH]c4n2)cn1,8.8
CHEMBL3786523,COC[C@H]1CN(C[C@@H]1COc2nc(Nc3cnn(C)c3)nc4[nH]cc(Cl)c24)C(=O)C=C,5.04
CHEMBL113901,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\C(C)N(C)C,5.28
CHEMBL1828861,Cc1ccc(cc1)S(=O)(=O)NC(=O)Cn2c(C)ncc2[N+](=O)[O-],5.46
CHEMBL281990,COc1cc2c(Nc3ccc(C)cc3F)ncnc2cc1OCC4CCN(C)CC4,6.0
CHEMBL1173718,Cc1ncc([N+](=O)[O-])n1CCOC(=O)\C=C\c2ccc(cc2)c3ccccc3,6.21
CHEMBL204467,OCc1oc(cc1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,7.48
CHEMBL184311,Cc1ccc2c(Nc3ccc(F)c(Cl)c3)ncnn12,5.49
CHEMBL185853,Cc1ccc(Nc2ncnn3cccc23)cc1O,6.29
CHEMBL382186,CS(=O)(=O)Nc1ccc2Oc3ncnc(Nc4cccc(Br)c4)c3NCc2c1,5.16
CHEMBL204335,COc1ccc2Oc3ncnc(NCc4ccccc4)c3NCc2c1,5.07
CHEMBL422347,CS(=O)(=O)CCNc1nc(cs1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2,5.8
CHEMBL3947406,COc1ccccc1c2oc3ncnc(N[C@H](C)c4ccccc4)c3c2,8.4
CHEMBL1200558,CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(=O)N)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC,5.27
CHEMBL1173815,Cc1ccc(cc1C)C2=NN(C(C2)c3ccc(O)cc3)C(=S)N,6.89
CHEMBL1173688,Cc1ccc(cc1C)C2=NN(C(C2)c3ccccc3Br)C(=S)N,5.38
CHEMBL144589,Oc1ccc(\C=C(/C#N)\C(=O)NCCCCNC(=O)\C(=C\c2ccc(O)c(O)c2)\C#N)cc1O,6.22
CHEMBL1173814,COc1ccc(cc1)C2CC(=NN2C(=S)N)c3ccc(C)c(C)c3,7.16
CHEMBL1173251,NC(=S)N1N=C(CC1c2ccccc2Cl)c3ccc(Br)c(Br)c3,4.91
CHEMBL1242380,COc1ccc(cc1OC)c2nn(C[C@H](C)CO)c3ncnc(N)c23,4.92
CHEMBL1242112,COc1cc(ccc1O)c2nn(C(C)C)c3ncnc(N)c23,6.04
CHEMBL3740131,CCOC(=O)c1nn(cc1C(=O)c2c(C)[nH]c(c3ccccc3)c2c4ccccc4)c5ccccc5,5.49
CHEMBL1172802,Cc1ncc([N+](=O)[O-])n1CCOC(=O)\C=C\c2ccc(F)cc2,5.38
CHEMBL1173653,Cc1ccc(\C=C\C(=O)OCCn2c(C)ncc2[N+](=O)[O-])cc1,5.09
CHEMBL1173713,COc1ccc(\C=C\C(=O)OCCn2c(C)ncc2[N+](=O)[O-])cc1,4.96
CHEMBL1173714,CC(C)c1ccc(\C=C\C(=O)OCCn2c(C)ncc2[N+](=O)[O-])cc1,5.17
CHEMBL1172878,Cc1ncc([N+](=O)[O-])n1CCOC(=O)\C=C\c2ccccc2Cl,4.68
CHEMBL1830270,NC(=S)N\N=C(\C=C\c1ccc(cc1)c2ccccc2)/c3ccccc3,5.29
CHEMBL206280,Fc1ccc(Nc2ncnc3Oc4ccc(Br)cc4CNc23)cc1Cl,5.08
CHEMBL206848,OC(=O)c1ccc2Oc3ncnc(Nc4ccc(F)c(Cl)c4)c3NCc2c1,5.36
CHEMBL205148,OC(=O)c1ccc2Oc3ncnc(Nc4cccc(Br)c4)c3NCc2c1,6.0
CHEMBL204965,Fc1ccc2Oc3ncnc(Nc4cccc(Br)c4)c3NCc2c1,5.16
CHEMBL1242294,CC(C)n1nc(c2ccc3[nH]ccc3c2)c4c(N)ncnc14,6.75
CHEMBL1242573,CC(C)n1nc(c2cc(F)c3cn[nH]c3c2)c4c(N)ncnc14,5.92
CHEMBL1241484,CC(C)n1nc(c2ccc(Cl)c(O)c2)c3c(N)ncnc13,6.8
CHEMBL1242663,CC(C)n1nc(c2cc3ccccc3nc2Cl)c4c(N)ncnc14,4.0
CHEMBL126384,Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,8.27
CHEMBL1242748,Nc1ncnc2c1c(nn2[C@H]3CCOC3)c4ccc(F)c(O)c4,5.32
CHEMBL1256432,CN1CCN(CC1)[C@@H]2CC[C@H](CC2)n3nc(c4ccc(Nc5oc6c(Cl)cccc6n5)c(F)c4)c7c(N)ncnc37,5.54
CHEMBL1242755,Nc1ncnc2c1c(nn2C3CCCC3)c4cnc5ccccc5c4,6.27
CHEMBL554,CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,6.36
CHEMBL50,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3,6.05
CHEMBL301018,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,7.1
CHEMBL144589,Oc1ccc(\C=C(/C#N)\C(=O)NCCCCNC(=O)\C(=C\c2ccc(O)c(O)c2)\C#N)cc1O,5.3
CHEMBL92937,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,9.16
CHEMBL47986,Oc1ccc(O)c(\C=C\NC=O)c1,5.52
CHEMBL1201179,O.Cc1ccc(cc1)S(=O)(=O)O.Cc2ccc(cc2)S(=O)(=O)O.CS(=O)(=O)CCNCc3oc(cc3)c4ccc5ncnc(Nc6ccc(OCc7cccc(F)c7)c(Cl)c6)c5c4,8.0
CHEMBL67535,Oc1ccc(\C=C(/C#N)\C(=O)NCCCNC(=O)\C(=C\c2ccc(O)c(O)c2)\C#N)cc1O,5.52
CHEMBL1242477,CC(C)n1nc(c2ccc3cn[nH]c3c2)c4c(N)ncnc14,5.6
CHEMBL57690,N(c1ccccc1)c2nccc(n2)c3cccnc3,4.0
CHEMBL1242567,Nc1ncnc2c1c(nn2C3CNC3)c4ccc(F)c(O)c4,5.54
CHEMBL1090358,CCN1CCN(CC1)c2ccc(Nc3nccc(n3)c4c(nc5sccn45)c6cccc(NC(=O)c7c(F)cccc7F)c6)cc2,7.3
CHEMBL410253,CN1CCN(CCCNc2c(C)cccc2Nc3ncnc4ccncc34)CC1,8.25
CHEMBL405398,Brc1cccc(Nc2ncnc3ccncc23)c1NCCN4CCOCC4,8.49
CHEMBL411243,CN(C)CCCCCNc1c(Br)cccc1Nc2ncnc3ccncc23,8.07
CHEMBL270501,CN(C)CCCCNc1c(Br)cccc1Nc2ncnc3ccncc23,8.13
CHEMBL408647,CN(C)CCCNc1c(Br)cccc1Nc2ncnc3ccncc23,8.05
CHEMBL406004,OCCN(CCO)c1c(Br)cccc1Nc2ncnc3ccncc23,7.92
CHEMBL257430,Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCNCC4)c23)ccc1OCc5ccccn5,8.1
